1000,000	50,000	0,000
1100,000	50,000	0,000
1200,000	50,000	0,000
1300,000	50,000	0,000
1400,000	50,000	0,000
1500,000	50,000	0,000
1600,000	50,000	0,020
1700,000	50,000	1,620
1800,000	50,000	11,100
1900,000	50,000	17,980
2000,000	50,000	22,440
2100,000	50,000	23,980
2200,000	50,000	26,720
2300,000	50,000	27,760
2400,000	50,000	27,880
2500,000	50,000	26,580
2600,000	50,000	30,920
2700,000	50,000	41,440
2800,000	50,000	62,720
2900,000	50,000	109,500
3000,000	50,000	196,000
3100,000	50,000	356,000
3200,000	50,000	533,320
3300,000	50,000	606,900
3400,000	50,000	614,720
3500,000	50,000	629,140
3600,000	50,000	632,640
3700,000	50,000	634,260
3800,000	50,000	637,140
3900,000	50,000	647,100
4000,000	50,000	595,020
