2500,000	600,000	0,037
2500,000	600,000	0,030
2500,000	600,000	0,045
2500,000	600,000	0,035
2500,000	600,000	0,038
2500,000	600,000	0,033
2500,000	600,000	0,045
2500,000	600,000	0,043
2500,000	600,000	0,038
2500,000	600,000	0,030
2500,000	600,000	0,033
2500,000	600,000	0,028
2500,000	600,000	0,023
2500,000	600,000	0,043
2500,000	600,000	0,035
2500,000	600,000	0,042
2500,000	600,000	0,045
2500,000	600,000	0,027
2500,000	600,000	0,037
2500,000	600,000	0,022
2500,000	600,000	0,030
2500,000	600,000	0,040
2500,000	600,000	0,027
2500,000	600,000	0,030
2500,000	600,000	0,030
2500,000	600,000	0,022
2500,000	600,000	0,023
2500,000	600,000	0,028
2500,000	600,000	0,033
2500,000	600,000	0,037
2500,000	600,000	0,028
2500,000	600,000	0,027
2500,000	600,000	0,028
2500,000	600,000	0,022
2500,000	600,000	0,037
2500,000	600,000	0,040
2500,000	600,000	0,040
2500,000	600,000	0,025
2500,000	600,000	0,037
2500,000	600,000	0,037
2500,000	600,000	0,032
2500,000	600,000	0,043
2500,000	600,000	0,030
2500,000	600,000	0,035
2500,000	600,000	0,035
3500,000	600,000	0,785
3500,000	600,000	0,718
3500,000	600,000	0,700
3500,000	600,000	0,710
3500,000	600,000	0,805
3500,000	600,000	0,783
3500,000	600,000	0,745
3500,000	600,000	0,718
3500,000	600,000	0,738
3500,000	600,000	0,690
3500,000	600,000	0,690
3500,000	600,000	0,687
3500,000	600,000	0,705
3500,000	600,000	0,692
3500,000	600,000	0,707
3500,000	600,000	0,717
3500,000	600,000	0,728
3500,000	600,000	0,718
3500,000	600,000	0,742
3500,000	600,000	0,743
3500,000	600,000	0,720
3500,000	600,000	0,730
3500,000	600,000	0,808
3500,000	600,000	0,705
3500,000	600,000	0,782
3500,000	600,000	0,707
3500,000	600,000	0,793
3500,000	600,000	0,742
3500,000	600,000	0,718
3500,000	600,000	0,737
3500,000	600,000	0,712
3500,000	600,000	0,725
3500,000	600,000	0,745
3500,000	600,000	0,700
3500,000	600,000	0,673
3500,000	600,000	0,717
3500,000	600,000	0,755
3500,000	600,000	0,702
3500,000	600,000	0,747
3500,000	600,000	0,710
3500,000	600,000	0,763
3500,000	600,000	0,783
3500,000	600,000	0,722
3500,000	600,000	0,690
3500,000	600,000	0,755
